시군구코드,업종코드,년도,업소일련번호,업종명,신고일자,업소명,영업장면적(㎡),소재지전화번호,영업자시작일,법인명,소재지시작일,행정동명,폐업일자,폐업사유,업태명,위생교육수료일자,객실수,한실수,양실수,의자수,욕실수,발한실,세탁기수,허가(신고)번호,비고,내외국인구분,국적,소재지도로명,소재지지번
cgg_code,snt_cob_code,yy,upso_sno,snt_cob_nm,upso_gsl_ymd,upso_nm,trdp_area,upso_site_telno,bman_stdt,bup_nm,site_stdt,admdng_nm,dcb_ymd,dcb_why,snt_uptae_nm,ed_fin_ymd,gaeksil,hanshil,yangsil,chair_num,yoksil,balhansil_yn,washmc_num,perm_nt_no,rem,kor_frgnr_gbn,ntn,site_addr_rd,site_addr
3030000,211,2006,00006,미용업(일반),20061130,허보숙 헤어클리닉,22.25,0222468950,20061130,,20190626,용답동,,,일반미용업,20061228,0,,,4,,N,,3030000-211-2006-00006,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/30)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/11),내국인,,서울특별시 성동구 용답25길 21, 1층 (용답동),서울특별시 성동구 용답동  39번지 26호  
3030000,211,2006,00006,미용업(일반),20061130,헤어리렉션,22.25,0222468950,20061130,,20190626,용답동,,,일반미용업,20061228,0,,,4,,N,,3030000-211-2006-00006,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/30)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/11),내국인,,서울특별시 성동구 용답25길 21, 1층 (용답동),서울특별시 성동구 용답동  39번지 26호  
3030000,211,2006,00006,미용업(일반),20061130,헤어리렉션,22.25,0222468950,20061130,,20190626,용답동,,,일반미용업,20061228,0,,,4,,N,,3030000-211-2006-00006,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/30)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/11),내국인,,서울특별시 성동구 용답25길 21, 1층 (용답동),서울특별시 성동구 용답동  39번지 26호  
3030000,211,2006,00006,미용업(일반),20061130,허보숙 헤어클리닉,22.25,0222468950,20061130,,20061130,용답동,,,일반미용업,20061228,0,,,4,,N,,3030000-211-2006-00006,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/30)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/11),내국인,,서울특별시 성동구 용답중앙15길 3, (용답동,(지상1층)),서울특별시 성동구 용답동  57번지 13호  (지상1층)
3030000,211,2006,00006,미용업(일반),20061130,허보숙 헤어클리닉,22.25,0222468950,20061130,,20061130,용답동,,,일반미용업,20061228,0,,,4,,N,,3030000-211-2006-00006,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/30)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/11),내국인,,서울특별시 성동구 용답중앙15길 3, (용답동,(지상1층)),서울특별시 성동구 용답동  57번지 13호  (지상1층)
3030000,211,2006,00006,미용업(일반),20061130,헤어리렉션,22.25,0222468950,20061130,,20061130,용답동,,,일반미용업,20061228,0,,,4,,N,,3030000-211-2006-00006,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/30)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/11),내국인,,서울특별시 성동구 용답중앙15길 3, (용답동,(지상1층)),서울특별시 성동구 용답동  57번지 13호  (지상1층)
3030000,211,2006,00006,미용업(일반),20061130,헤어리렉션,22.25,0222468950,20061130,,20061130,용답동,,,일반미용업,20061228,0,,,4,,N,,3030000-211-2006-00006,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/30)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/11),내국인,,서울특별시 성동구 용답중앙15길 3, (용답동,(지상1층)),서울특별시 성동구 용답동  57번지 13호  (지상1층)
3030000,211,2006,00007,미용업(일반),20060210,지성헤어,21.00,0222942928,20060210,,20060210,마장동,20130902,이사,일반미용업,20060223,0,,,3,,N,,3030000-211-2006-00007,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/30)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/17),내국인,,서울특별시 성동구 마조로18길 10-5, (마장동),서울특별시 성동구 마장동  793번지 1호  
3030000,211,2006,00008,미용업(일반),20060519,썸헤어,52.08,0222925588,20140818,,20060519,사근동,20151021,업종변경,일반미용업,,0,,,9,,N,,3030000-211-2006-00008,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/12/17)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/22),내국인,,서울특별시 성동구 마조로 21, (행당동,6호(지상2층)),서울특별시 성동구 행당동  19번지 9호  6호(지상2층)
3030000,211,2006,00009,미용업(일반),20060315,은헤어,25.75,0222347262,20060315,,20081022,금호2.3가동,,,일반미용업,20060929,0,,,3,,N,,3030000-211-2006-00009,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/22)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/29),내국인,,서울특별시 성동구 금호산길 57, (금호동2가),서울특별시 성동구 금호동2가  491번지 1호  
3030000,211,2006,00010,미용업(일반),20060322,헤어코디,18.10,0222138522,20060322,,20060322,용답동,,,일반미용업,20060511,0,,,3,,N,,3030000-211-2006-00010,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/30)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/08/14),내국인,,서울특별시 성동구 용답중앙11길 14, (용답동),서울특별시 성동구 용답동  76번지 10호  
3030000,211,2006,00011,미용업(일반),20060106,블루클럽,19.50,0222942745,20150120,,20060106,응봉동,,,일반미용업,,0,,,,,N,,3030000-211-2006-00011,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/30)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/08/23),내국인,,서울특별시 성동구 독서당로 380, (응봉동),서울특별시 성동구 응봉동  193번지 81호  
3030000,211,2006,00012,미용업(일반),20060609,제오헤어(왕십리뉴타운점),103.81,02  22998507,20060609,,20140402,왕십리도선동,,,일반미용업,20110902,0,,,3,,N,,3030000-211-2006-00012,(업종변경:미용업에서 미용업(일반) 으로 변경됨:2014/09/17),내국인,,서울특별시 성동구 마장로 137, 221동 1층 204호 (상왕십리동, 텐즈힐아파트상가),서울특별시 성동구 상왕십리동  12번지 37호  텐즈힐아파트상가
3030000,211,2006,00013,미용업(일반),20060927,아틀리에 헤어,33.60,0222961680,20161024,,20060927,왕십리제2동,,,일반미용업,,0,,,4,,N,,3030000-211-2006-00013,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/30)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2015/02/03),내국인,,서울특별시 성동구 무학봉26길 1, (하왕십리동,지상1층),서울특별시 성동구 하왕십리동  966번지 33호  지상1층
3030000,211,2006,00014,미용업(일반),20060106,아뜰리에,23.25,02 9634301,20060106,,20170118,왕십리도선동,,,일반미용업,20070917,0,,,4,,N,,3030000-211-2006-00014,(업종변경:미용업에서 미용업(일반) 으로 변경됨:2013/07/23),내국인,,서울특별시 성동구 마장로 137, 221동 1171호 (상왕십리동, 텐즈힐),서울특별시 성동구 상왕십리동  811번지 221 텐즈힐-1171
3030000,211,2007,00001,미용업(일반),20070928,아이리스헤어,27.00,02 4979631,20091123,,20091110,송정동,,,일반미용업,20091218,0,0,0,3,0,N,0,3030000-211-2007-00001,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/30)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/06/28),내국인,,서울특별시 성동구 광나루로11길 41-1, (송정동,(지상1층)),서울특별시 성동구 송정동  73번지 880호  (지상1층)
3030000,211,2007,00002,미용업(일반),20071004,방문자헤어아트,18.50,0222991446,20071004,,20071004,행당제1동,,,일반미용업,20070525,0,0,0,3,0,,0,3030000-211-2007-00002,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/30)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/08),내국인,,서울특별시 성동구 고산자로8길 24, (행당동,(지상1층)),서울특별시 성동구 행당동  117번지 10호  (지상1층)
3030000,211,2007,00003,미용업(일반),20070619,미랑컬행당역점,48.19,0222819819,20070619,,20070619,행당제2동,,,일반미용업,20070726,0,,,7,,N,,3030000-211-2007-00003,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/30)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/08),내국인,,서울특별시 성동구 행당로 110, (행당동,(지상2층)),서울특별시 성동구 행당동  322번지 67호  (지상2층)
3030000,211,2007,00004,미용업(일반),20070426,하미헤어,21.60,0222494233,20150707,,20070426,용답동,,,일반미용업,,0,,,3,,N,,3030000-211-2007-00004,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/30)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/09),내국인,,서울특별시 성동구 용답중앙11길 2, (용답동,(지상1층)),서울특별시 성동구 용답동  85번지 5호  (지상1층)
3030000,211,2007,00005,미용업(일반),20071005,다온헤어,24.05,0222456083,20131211,,20181218,용답동,,,일반미용업,,0,0,0,3,0,,0,3030000-211-2007-00005,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/30)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/11),내국인,,서울특별시 성동구 용답중앙13길 2-1, 1층 (용답동),서울특별시 성동구 용답동  56번지 4호  
3030000,211,2007,00005,미용업(일반),20071005,다온헤어,21.00,0222456083,20131211,,20181218,용답동,,,일반미용업,,0,0,0,3,0,,0,3030000-211-2007-00005,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/30)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/11),내국인,,서울특별시 성동구 용답중앙13길 2-1, 1층 (용답동),서울특별시 성동구 용답동  56번지 4호  
3030000,211,2007,00005,미용업(일반),20071005,이순재 헤어,24.05,0222456083,20131211,,20181218,용답동,,,일반미용업,,0,0,0,3,0,,0,3030000-211-2007-00005,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/30)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/11),내국인,,서울특별시 성동구 용답중앙13길 2-1, 1층 (용답동),서울특별시 성동구 용답동  56번지 4호  
3030000,211,2007,00005,미용업(일반),20071005,이순재 헤어,21.00,0222456083,20131211,,20181218,용답동,,,일반미용업,,0,0,0,3,0,,0,3030000-211-2007-00005,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/30)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/11),내국인,,서울특별시 성동구 용답중앙13길 2-1, 1층 (용답동),서울특별시 성동구 용답동  56번지 4호  
3030000,211,2007,00005,미용업(일반),20071005,다온헤어,24.05,0222456083,20131211,,20071005,용답동,,,일반미용업,,0,0,0,3,0,,0,3030000-211-2007-00005,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/30)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/11),내국인,,서울특별시 성동구 용답중앙13길 13-1, (용답동,(지상1층)),서울특별시 성동구 용답동  71번지 2호  (지상1층)
3030000,211,2007,00005,미용업(일반),20071005,다온헤어,21.00,0222456083,20131211,,20071005,용답동,,,일반미용업,,0,0,0,3,0,,0,3030000-211-2007-00005,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/30)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/11),내국인,,서울특별시 성동구 용답중앙13길 13-1, (용답동,(지상1층)),서울특별시 성동구 용답동  71번지 2호  (지상1층)
3030000,211,2007,00005,미용업(일반),20071005,이순재 헤어,24.05,0222456083,20131211,,20071005,용답동,,,일반미용업,,0,0,0,3,0,,0,3030000-211-2007-00005,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/30)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/11),내국인,,서울특별시 성동구 용답중앙13길 13-1, (용답동,(지상1층)),서울특별시 성동구 용답동  71번지 2호  (지상1층)
3030000,211,2007,00005,미용업(일반),20071005,이순재 헤어,21.00,0222456083,20131211,,20071005,용답동,,,일반미용업,,0,0,0,3,0,,0,3030000-211-2007-00005,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/30)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/11),내국인,,서울특별시 성동구 용답중앙13길 13-1, (용답동,(지상1층)),서울특별시 성동구 용답동  71번지 2호  (지상1층)
3030000,211,2007,00006,미용업(일반),20070626,리브가헤어,40.28,0222941789,20160627,,20080324,왕십리도선동,,,일반미용업,,0,,,3,,N,,3030000-211-2007-00006,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/30)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/12),내국인,,서울특별시 성동구 마장로 185, (홍익동,지상1층 2호),서울특별시 성동구 홍익동  420번지  지상1층 2호
3030000,211,2007,00006,미용업(일반),20070626,리브헤어샵,40.28,0222941789,20160627,,20080324,왕십리도선동,,,일반미용업,,0,,,3,,N,,3030000-211-2007-00006,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/30)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/12),내국인,,서울특별시 성동구 마장로 185, (홍익동,지상1층 2호),서울특별시 성동구 홍익동  420번지  지상1층 2호
3030000,211,2007,00007,미용업(일반),20070220,명희뷰티,28.90,0222996074,20070220,,20070220,사근동,,,일반미용업,20070329,0,,,4,,N,,3030000-211-2007-00007,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/30)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/16),내국인,,서울특별시 성동구 마조로 37, (행당동,(지상1층)),서울특별시 성동구 행당동  1번지 133호  (지상1층)
3030000,211,2007,00008,미용업(일반),20071126,러브솔헤어？,21.60,0222937001,20071126,,20091211,사근동,,,일반미용업,20071205,0,0,0,5,0,N,0,3030000-211-2007-00008,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/30)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/17),내국인,,서울특별시 성동구 고산자로6가길 21, (행당동,(지상1층)),서울특별시 성동구 행당동  117번지 47호  (지상1층)
3030000,211,2007,00009,미용업(일반),20070402,태양,17.65,0233958111,20080825,,20070402,왕십리도선동,,,일반미용업,20080610,0,,,3,,N,,3030000-211-2007-00009,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/30)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/17),내국인,,서울특별시 성동구 왕십리로26길 14, (도선동,(지상2층)),서울특별시 성동구 도선동  185번지 8호  (지상2층)
3030000,211,2007,00010,미용업(일반),20070521,헤어스케치,17.50,,20070521,,20070521,사근동,,,일반미용업,20120508,0,,,3,,N,,3030000-211-2007-00010,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/30)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/10/23),내국인,,서울특별시 성동구 사근동2길 2, (사근동,(지상1층)),서울특별시 성동구 사근동  301번지 38호  (지상1층)
3030000,211,2007,00011,미용업(일반),20070123,뽀끌레 헤어,10.56,,20131125,,20070123,용답동,20181220,서울특별시 광진구로 전출처리됨,일반미용업,,0,0,0,3,0,N,0,3030000-211-2007-00011,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/30)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/11/25),내국인,,서울특별시 성동구 용답1길 10, (용답동,지상1층),서울특별시 성동구 용답동  132번지 1호  지상1층
3030000,211,2008,00001,미용업(일반),20080728,브랜드헤어,42.12,000204617508,20101222,,20080728,성수2가제1동,20101224,미용업종 변경,일반미용업,,0,0,0,4,0,N,0,3030000-211-2008-00001,(업종변경:2008/07/28),내국인,,,서울특별시 성동구 성수동2가  566번지 35호  지상1층( 정든길 21 )
3030000,211,2008,00002,미용업(일반),20081215,박승철헤어스튜디오(성수이마트점),127.71,02 4660009,20100302,,20081215,성수2가제1동,,,일반미용업,20100609,0,0,0,12,0,N,0,3030000-211-2008-00002,(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/06/28),내국인,,서울특별시 성동구 뚝섬로 379, 2층 (성수동2가, 이마트 성수점),서울특별시 성동구 성수동2가  333번지 16호  외3필지 (지상2층)
3030000,211,2008,00003,미용업(일반),20081023,헤어벨(Hair Belle),32.76,0222341802,20091224,,20081023,금호4가동,,,일반미용업,20100325,0,0,0,5,0,N,0,3030000-211-2008-00003,(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/06/28),내국인,,서울특별시 성동구 장터길 42-1, (금호동4가,지상1층),서울특별시 성동구 금호동4가  1117번지  지상1층
3030000,211,2008,00004,미용업(일반),20080219,마이헤어？ 왕십리점,27.65,0222939797,20080219,,20100224,행당제1동,,,일반미용업,20080529,0,0,0,4,0,,0,3030000-211-2008-00004,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/30)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/04),내국인,,서울특별시 성동구 왕십리로21길 4, (행당동,지상2층),서울특별시 성동구 행당동  286번지 74호  지상2층
3030000,211,2008,00005,미용업(일반),20080421,미코헤어,46.55,02 4526720,20150304,,20080421,성수1가제1동,,,일반미용업,,0,0,0,5,0,N,0,3030000-211-2008-00005,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/30)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/08),내국인,,서울특별시 성동구 성덕정길 36, 지상1층 (성수동1가),서울특별시 성동구 성수동1가  175번지 4호  (지상1층)
3030000,211,2008,00006,미용업(일반),20081020,헤어아트,12.32,0222979861,20081020,,20081020,금호4가동,20151013,영업부진,일반미용업,20081217,0,0,0,1,0,N,0,3030000-211-2008-00006,(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/09),내국인,,서울특별시 성동구 독서당로46길 17, (금호동4가,지상1층),서울특별시 성동구 금호동4가  656번지 1호  지상1층
3030000,211,2008,00007,미용업(일반),20081118,티파니헤어샵,21.00,07081121303,20101004,,20081118,용답동,,,일반미용업,20101118,0,0,0,3,0,N,0,3030000-211-2008-00007,(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/11),내국인,,서울특별시 성동구 용답29길 44-1, (용답동,지상1층(매화길 23 )),서울특별시 성동구 용답동  76번지 9호  지상1층(매화길 23 )
3030000,211,2008,00008,미용업(일반),20081027,플러리쉬,21.00,,20081027,,20081027,사근동,20140228,개인사정,일반미용업,20090227,0,0,0,3,0,N,0,3030000-211-2008-00008,(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/16),내국인,,서울특별시 성동구 마조로 29, (행당동,지상1층( 사근동길 389 )),서울특별시 성동구 행당동  3번지 30호  지상1층( 사근동길 389 )
3030000,211,2008,00009,미용업(일반),20080731,예스,28.22,02 7443313,20080731,,20080731,마장동,,,일반미용업,20080528,0,0,0,3,0,N,0,3030000-211-2008-00009,(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/16),내국인,,서울특별시 성동구 마장로35나길 37, (마장동),서울특별시 성동구 마장동  768번지 11호  
3030000,211,2008,00010,미용업(일반),20080922,2L 스토리(story),54.45,0222936400,20121126,,20080922,사근동,,,일반미용업,,0,0,0,4,0,N,0,3030000-211-2008-00010,(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/16),내국인,,서울특별시 성동구 마조로 17, (행당동,지상2층2호),서울특별시 성동구 행당동  19번지 54호  지상2층2호
3030000,211,2008,00011,미용업(일반),20080702,뮤즈헤어,24.80,,20080702,,20080702,용답동,,,일반미용업,20081217,0,0,0,3,0,,0,3030000-211-2008-00011,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/30)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/17),내국인,,서울특별시 성동구 용답중앙13길 1, (용답동,지상1층(인삼길32)),서울특별시 성동구 용답동  83번지 10호  지상1층(인삼길32)
3030000,211,2008,00012,미용업(일반),20080626,헤어도로시,29.20,,20120509,,20080626,행당제1동,,,일반미용업,,0,0,0,3,0,,0,3030000-211-2008-00012,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/30)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/08/23),내국인,,서울특별시 성동구 고산자로 164, 307호 (행당동, 349 한신아파트상가),서울특별시 성동구 행당동  349번지  
3030000,211,2009,00001,미용업(일반),20090827,엣지헤어,26.00,,20090827,,20090827,송정동,20170816,행정처분,일반미용업,20091008,0,0,0,4,0,N,0,3030000-211-2009-00001,(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2009/08/27),내국인,,서울특별시 성동구 광나루로11길 35-1, (송정동,지하1층),서울특별시 성동구 송정동  73번지 595호  지하1층
3030000,211,2009,00003,미용업(일반),20090922,앙포레헤어샵,27.72,,20090922,,20090922,마장동,20100524,이전,일반미용업,20091126,0,0,0,4,0,N,0,3030000-211-2009-00003,(업종변경:미용업에서 미용업(일반) 으로 변경됨:2009/09/23),내국인,,,서울특별시 성동구 마장동  772번지 2호  (지상1층)
3030000,211,2009,00004,미용업(일반),20091013,헤어스토리미인,52.25,,20091013,,20091013,송정동,20100503,타구이전,일반미용업,20091126,0,0,0,6,0,N,0,3030000-211-2009-00004,,내국인,,,서울특별시 성동구 송정동  90번지 7호  지상1층 104호
3030000,211,2009,00005,미용업(일반),20091216,이시스헤어(isishair),59.40,02  499 7798,20091216,,20091216,성수1가제1동,20120419,사업종료,일반미용업,20100325,0,0,0,6,0,N,0,3030000-211-2009-00005,,내국인,,,서울특별시 성동구 성수동1가  656번지 365호  지상1층
3030000,211,2009,00006,미용업(일반),20091204,G2헤어,19.24,07081122882,20091204,,20091204,금호4가동,,,일반미용업,20100325,0,0,0,4,0,N,0,3030000-211-2009-00006,(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/06/24),내국인,,서울특별시 성동구 독서당로 274-1, (금호동4가,지상1층),서울특별시 성동구 금호동4가  630번지  지상1층
3030000,211,2009,00007,미용업(일반),20091105,현대미용실,30.72,0222965287,20091105,,20091105,옥수동,20141031,계약기간 만료,일반미용업,20090528,0,0,0,3,0,N,0,3030000-211-2009-00007,(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/06/28),내국인,,,서울특별시 성동구 옥수동  282번지 62호  (지상1층)
3030000,211,2009,00008,미용업(일반),20090806,다인혜어,34.55,0222913705,20110627,,20090806,금호4가동,,,일반미용업,20110616,0,0,0,4,0,N,0,3030000-211-2009-00008,(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/02),내국인,,서울특별시 성동구 독서당로48길 4, (금호동4가,(지상1층)),서울특별시 성동구 금호동4가  588번지  (지상1층)
3030000,211,2009,00009,미용업(일반),20090109,패밀리헤어,38.40,02 4614339,20090109,,20090109,성수1가제2동,,,일반미용업,20090227,0,0,0,3,0,N,0,3030000-211-2009-00009,(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/02),내국인,,서울특별시 성동구 뚝섬로1길 55-1, (성수동1가,지상1층(금강초롱길 8)),서울특별시 성동구 성수동1가  656번지 1030호  지상1층(금강초롱길 8)
3030000,211,2009,00010,미용업(일반),20091106,샤이닝헤어,16.83,0222930777,20091106,,20091106,행당제2동,,,일반미용업,20091126,0,0,0,2,0,N,0,3030000-211-2009-00010,(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/04),내국인,,서울특별시 성동구 행당로 82, 129-1호 (행당동, 한진타운종합상가),서울특별시 성동구 행당동  346번지  한진타운종합상가 129-1호
3030000,211,2009,00011,미용업(일반),20091214,가인헤어,19.36,,20150608,,20091214,행당제1동,,,일반미용업,,0,0,0,3,0,N,0,3030000-211-2009-00011,(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/04),내국인,,서울특별시 성동구 행당로 87, 지상3층 345호 (행당동, 347 대림리빙프라자),서울특별시 성동구 행당동  347번지  대림리빙프라자 지상3층 345호
3030000,211,2009,00012,미용업(일반),20090910,토마토 헤어,35.64,07088332697,20141105,,20090910,사근동,,,일반미용업,,0,0,0,6,0,N,0,3030000-211-2009-00012,(업종변경:미용업(일반)에서 미용업(종합) 으로 변경됨:2011/11/30)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/04),내국인,,서울특별시 성동구 왕십리로21길 8, (행당동, 286-31 한희빌딩 지상1층),서울특별시 성동구 행당동  286번지 31호  (지상1층)
3030000,211,2009,00013,미용업(일반),20090914,새영헤어,18.24,0222988104,20090914,,20090914,행당제1동,,,일반미용업,20091008,0,0,0,4,0,N,0,3030000-211-2009-00013,(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/08),내국인,,서울특별시 성동구 무학봉18길 12, (행당동,지상1층(111호)),서울특별시 성동구 행당동  298번지 1호  지상1층(111호)
3030000,211,2009,00014,미용업(일반),20091231,더블유(W)헤어,116.64,0222972363,20110425,,20091231,왕십리제2동,20150225,계약만료,일반미용업,20110512,0,0,0,8,0,N,0,3030000-211-2009-00014,(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/09),내국인,,서울특별시 성동구 왕십리로 345-2, (하왕십리동,(지상1층)),서울특별시 성동구 하왕십리동  959번지 13호  (지상1층)
3030000,211,2009,00015,미용업(일반),20090924,금란헤어샵,9.10,,20090924,,20190612,용답동,,,일반미용업,20090602,0,0,0,3,0,N,0,3030000-211-2009-00015,(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/09),내국인,,서울특별시 성동구 용답중앙11길 13, 1층 (용답동),서울특별시 성동구 용답동  96번지 8호  어울림빌딩
3030000,211,2009,00015,미용업(일반),20090924,금란헤어샵,25.00,,20090924,,20190612,용답동,,,일반미용업,20090602,0,0,0,3,0,N,0,3030000-211-2009-00015,(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/09),내국인,,서울특별시 성동구 용답중앙11길 13, 1층 (용답동),서울특별시 성동구 용답동  96번지 8호  어울림빌딩
3030000,211,2009,00015,미용업(일반),20090924,금란헤어샵,9.10,,20090924,,20090924,용답동,,,일반미용업,20090602,0,0,0,3,0,N,0,3030000-211-2009-00015,(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/09),내국인,,서울특별시 성동구 용답중앙11길 18, (용답동,(지상1층)),서울특별시 성동구 용답동  75번지 8호  (지상1층)
3030000,211,2009,00015,미용업(일반),20090924,금란헤어샵,25.00,,20090924,,20090924,용답동,,,일반미용업,20090602,0,0,0,3,0,N,0,3030000-211-2009-00015,(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/09),내국인,,서울특별시 성동구 용답중앙11길 18, (용답동,(지상1층)),서울특별시 성동구 용답동  75번지 8호  (지상1층)
3030000,211,2009,00016,미용업(일반),20091016,박준뷰티랩(왕십리점),173.00,02 7555505,20160707,,20091016,왕십리도선동,20170629,영업부진,일반미용업,,0,0,0,9,0,N,0,3030000-211-2009-00016,(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/11),내국인,,서울특별시 성동구 고산자로 253, (도선동,(지상3층)),서울특별시 성동구 도선동  22번지 1호  (지상3층)
